Metal_1,Metal_2,Metal_3,Metal_1_Proportion,Metal_2_Proportion,Metal_3_Proportion,Hydrothermal Temp degree,Hydrothermal Time min,Annealing Temp degree,Annealing Time min,Proton Concentration M,Catalyst_Loading mg cm -2,Overpotential mV @10 mA cm-2
Ir,,,100.0,0.0,0.0,25.0,2880.0,500.0,180.0,1.0,0.14,297
Ir,,,100.0,0.0,0.0,25.0,2880.0,600.0,180.0,1.0,0.14,582
Zn,Ir,Ru,92.72649795,3.906139992,3.367362062,80.0,120.0,350.0,120.0,1.0,0.1167,233
Ir,,,100.0,0.0,0.0,25.0,30.0,450.0,60.0,1.0,0.0595,330
Ti,Ir,,84.32131463,15.67868537,0.0,60.0,720.0,25.0,0.0,1.0,0.079617834,293
Ru,Co,,53.21662487,46.78337513,0.0,190.0,240.0,200.0,30.0,1.0,0.203821656,199
Ru,Fe,,77.30102973,22.69897027,0.0,190.0,240.0,200.0,30.0,1.0,0.203821656,229
Ru,Ni,,85.71054608,14.28945392,0.0,190.0,240.0,200.0,30.0,1.0,0.203821656,216
Ru,Co,,53.21662487,46.78337513,0.0,190.0,240.0,200.0,30.0,0.1,0.203821656,209
Ru,Fe,,77.30102973,22.69897027,0.0,190.0,240.0,200.0,30.0,0.1,0.203821656,239
Ru,Ni,,85.71054608,14.28945392,0.0,190.0,240.0,200.0,30.0,0.1,0.203821656,224
Ir,Sn,,60.0,40.0,0.0,60.0,30.0,400.0,120.0,1.0,0.994718394,233
Pt,Co,,64.43363296,35.56636704,0.0,220.0,600.0,220.0,60.0,0.1,0.008331738,571
Pt,Co,Ir,53.38019452,29.46504029,17.15476519,220.0,600.0,220.0,60.0,0.1,0.009840897,336
Pt,Ir,Co,45.56382699,25.15052652,29.28564649,220.0,600.0,220.0,60.0,0.1,0.010420927,309
Ir,Pt,Co,45.30378628,35.24275759,19.45345613,220.0,600.0,220.0,60.0,0.1,0.013955583,313
Ti,Ru,,99.9062727,0.093727303,0.0,0.0,60.0,25.0,0.0,0.1,0.611464968,290
Ir,La,Pt,82.43833712,9.376154773,8.185508106,60.0,720.0,900.0,180.0,1.0,0.0275,206
Ir,La,Pt,79.19699875,9.007499954,11.7955013,60.0,720.0,900.0,180.0,1.0,0.0275,209
Ir,La,,95.27019249,4.729807515,0.0,60.0,720.0,900.0,180.0,1.0,0.0275,260
Ir,La,,90.9676001,9.0323999,0.0,60.0,720.0,900.0,180.0,1.0,0.0275,220
Ir,La,,87.03684227,12.96315773,0.0,60.0,720.0,900.0,180.0,1.0,0.0275,227
Ir,Pd,Pt,65.5835803,17.48608432,16.93033539,180.0,120.0,25.0,0.0,1.0,0.021862608,275
Ru,,,100.0,0.0,0.0,25.0,0.083333333,350.0,80.0,1.0,0.52,255
Ru,Zn,,87.90603473,12.09396527,0.0,25.0,0.083333333,350.0,80.0,1.0,0.52,213
Ru,Zn,,78.42173708,21.57826292,0.0,25.0,0.083333333,350.0,80.0,1.0,0.52,189
Ru,Zn,,64.5030906,35.4969094,0.0,25.0,0.083333333,350.0,80.0,1.0,0.52,179
Ru,Zn,,64.5030906,35.4969094,0.0,25.0,0.083333333,350.0,80.0,0.1,0.52,205
Ru,Zn,,64.5030906,35.4969094,0.0,25.0,0.083333333,350.0,80.0,6.0,0.52,200
Ir,C,,100.0,0.0,0.0,25.0,30.0,400.0,120.0,1.0,0.004,314
Ir,C,,100.0,0.0,0.0,25.0,30.0,400.0,120.0,1.0,0.008,306
Ir,C,,100.0,0.0,0.0,25.0,30.0,400.0,120.0,1.0,0.012,285
Ir,C,,100.0,0.0,0.0,25.0,30.0,400.0,120.0,1.0,0.016,273
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.13,306
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.25,281
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.35,277
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.6,271
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,0.1,0.25,304
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.25,299
Ir,,,100.0,0.0,0.0,25.0,30.0,400.0,30.0,1.0,0.25,300
Ir,,,100.0,0.0,0.0,320.0,120.0,25.0,0.0,0.5,0.105,290
Ru,,,100.0,0.0,0.0,25.0,120.0,350.0,120.0,1.0,0.5,209
Ru,Sn,,95.23809524,4.761904762,0.0,25.0,120.0,350.0,120.0,1.0,0.5,228
Ru,Sn,,90.90909091,9.090909091,0.0,25.0,120.0,350.0,120.0,1.0,0.5,178
Ru,Sn,,83.33333333,16.66666667,0.0,25.0,120.0,350.0,120.0,1.0,0.5,198
Ir,,,100.0,0.0,0.0,25.0,120.0,25.0,0.0,0.1,0.0306,270
Ir,,,100.0,0.0,0.0,80.0,60.0,350.0,30.0,1.0,0.25,304
Ir,,,100.0,0.0,0.0,80.0,60.0,450.0,30.0,1.0,0.25,314
Ir,,,100.0,0.0,0.0,80.0,60.0,550.0,30.0,1.0,0.25,325
Ir,,,100.0,0.0,0.0,80.0,60.0,650.0,30.0,1.0,0.25,341
Ir,,,100.0,0.0,0.0,160.0,300.0,25.0,0.0,1.0,0.0115,240
Zn,Ir,,51.03216515,48.96783485,0.0,25.0,720.0,200.0,60.0,1.0,0.095541401,252
Zn,Ir,,51.03216515,48.96783485,0.0,25.0,720.0,200.0,60.0,1.0,0.095541401,248
Zn,Ir,,51.03216515,48.96783485,0.0,25.0,720.0,300.0,60.0,1.0,0.095541401,263
Ru,Rh,,90.01459085,9.985409148,0.0,180.0,140.0,286.0,120.0,0.1,0.0204,245
Co,Ir,,75.73814378,24.26185622,0.0,25.0,2.0,25.0,0.0,1.0,0.05,284
Co,Ir,,75.73814378,24.26185622,0.0,25.0,2.0,25.0,0.0,1.0,0.05,314
Co,Ir,,75.73814378,24.26185622,0.0,25.0,2.0,25.0,0.0,1.0,0.01625,324
Co,Ir,,75.73814378,24.26185622,0.0,25.0,2.0,25.0,0.0,1.0,0.0325,284
Co,Ir,,75.73814378,24.26185622,0.0,25.0,2.0,25.0,0.0,1.0,0.065,255
Ru,Ce,,59.88023952,40.11976048,0.0,225.0,7200.0,25.0,0.0,1.0,0.5,214
Ce,Ir,Ru,40.11976048,29.94011976,29.94011976,225.0,7200.0,25.0,0.0,1.0,0.5,252
Ir,Ce,,59.88023952,40.11976048,0.0,240.0,7200.0,25.0,0.0,1.0,0.5,278
Mo,Ir,,80.0,20.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,410
Mo,Ir,,70.0,30.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,347
Mo,Ir,,60.0,40.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,425
W,Ir,,98.561601,1.438398999,0.0,25.0,0.0,900.0,180.0,1.0,5.2,280
W,Ir,,97.02532438,2.974675623,0.0,25.0,0.0,900.0,180.0,1.0,5.2,237
W,Ir,,93.99477807,6.005221932,0.0,25.0,0.0,900.0,180.0,1.0,5.2,197
W,Ir,,87.95811518,12.04188482,0.0,25.0,0.0,900.0,180.0,1.0,5.2,216
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.0054314,297
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.006676096,286
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.009165488,279
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.006449788,328
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.006902405,318
Ir,,,100.0,0.0,0.0,200.0,720.0,25.0,0.0,1.0,0.006336634,301
Cu,Ru,,75.7212496,24.2787504,0.0,25.0,60.0,25.0,0.0,1.0,0.25477707,227
Cu,Ru,,75.7212496,24.2787504,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,200
Cu,Ru,,75.7212496,24.2787504,0.0,25.0,180.0,25.0,0.0,1.0,0.25477707,235
Cu,Ru,,75.7212496,24.2787504,0.0,25.0,240.0,25.0,0.0,1.0,0.25477707,244
Al,Ru,,88.08499371,11.91500629,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,248
Fe,Ru,,78.0911954,21.9088046,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,260
Co,Ru,,77.48490907,22.51509093,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,234
Ru,Co,,82.78681103,17.21318897,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,246
Ru,Co,,61.58524264,38.41475736,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,243
Cu,Ru,,55.50673656,44.49326344,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,240
Cu,Ru,,65.17253201,34.82746799,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,224
Cu,Ru,,71.38820837,28.61179163,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,219
Cu,Ru,,78.91449167,21.08550833,0.0,25.0,120.0,25.0,0.0,1.0,0.25477707,237
Cu,Ru,,75.7212496,24.2787504,0.0,25.0,120.0,25.0,0.0,0.1,0.25477707,243
Co,Mn,,66.66666667,33.33333333,0.0,25.0,0.0,25.0,0.0,1.0,10.0,330
Ir,,,100.0,0.0,0.0,25.0,0.0,500.0,60.0,1.0,0.857142857,265
Ir,Co,,75.0,25.0,0.0,25.0,0.0,500.0,60.0,1.0,0.857142857,253
Ir,Co,,50.0,50.0,0.0,25.0,0.0,500.0,60.0,1.0,0.857142857,248
Co,Ir,,75.0,25.0,0.0,25.0,0.0,500.0,60.0,1.0,0.857142857,252
Ru,,,100.0,0.0,0.0,25.0,300.0,350.0,30.0,1.0,1.0,181
Ru,,,100.0,0.0,0.0,25.0,300.0,350.0,60.0,1.0,1.0,217
Ru,,,100.0,0.0,0.0,25.0,300.0,250.0,30.0,1.0,1.0,180
Ru,,,100.0,0.0,0.0,25.0,300.0,450.0,30.0,1.0,1.0,186
Ru,,,100.0,0.0,0.0,25.0,300.0,550.0,30.0,1.0,1.0,221
Ru,,,100.0,0.0,0.0,210.0,180.0,250.0,90.0,1.0,0.08492569,256
Ru,Pt,,87.54759065,12.45240935,0.0,210.0,300.0,250.0,90.0,1.0,0.08492569,240
Ru,Pt,,94.25441683,5.745583172,0.0,210.0,300.0,250.0,90.0,1.0,0.08492569,227
Ru,Pt,,77.85301458,22.14698542,0.0,210.0,300.0,250.0,90.0,1.0,0.08492569,265
Ru,,,100.0,0.0,0.0,210.0,180.0,250.0,90.0,0.1,0.08492569,271
Ru,Pt,,87.54759065,12.45240935,0.0,210.0,300.0,250.0,90.0,0.1,0.08492569,252
Ru,Pt,,94.25441683,5.745583172,0.0,210.0,300.0,250.0,90.0,0.1,0.08492569,234
Ru,Pt,,77.85301458,22.14698542,0.0,210.0,300.0,250.0,90.0,0.1,0.08492569,280
Y,Ru,,50.0,50.0,0.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,379
Y,Ru,Mn,50.0,45.0,5.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,401
Y,Ru,Mn,50.0,40.0,10.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,403
Y,Ru,Mn,50.0,35.0,15.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,419
Y,Ru,Mn,50.0,30.0,20.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,398
Y,Ru,Mn,50.0,25.0,25.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,389
Y,Mn,Ru,50.0,30.0,20.0,80.0,300.0,1000.0,720.0,0.1,0.0255102,416
Ru,,,100.0,0.0,0.0,25.0,0.0,700.0,120.0,1.0,0.282142857,176
Ir,Ni,,66.66666667,33.33333333,0.0,40.0,180.0,25.0,0.0,1.0,0.285,238
B,Ru,,75.0,25.0,0.0,180.0,640.0,300.0,120.0,1.0,0.10191,200
B,Ru,,66.66666667,33.33333333,0.0,180.0,640.0,300.0,120.0,1.0,0.10191,256
B,Ru,,80.0,20.0,0.0,180.0,640.0,300.0,120.0,1.0,0.10191,241
Ir,Ru,,68.43867012,31.56132988,0.0,90.0,180.0,350.0,120.0,1.0,0.071428571,288
Fe,Ir,,99.77820683,0.221793169,0.0,80.0,360.0,900.0,360.0,1.0,0.255,437
Fe,Ir,,99.11869137,0.881308628,0.0,80.0,360.0,900.0,360.0,1.0,0.255,300
Fe,Ir,,98.25278114,1.747218865,0.0,80.0,360.0,900.0,360.0,1.0,0.255,363
Fe,Ir,,99.11869137,0.881308628,0.0,80.0,360.0,850.0,360.0,1.0,0.255,395
Fe,Ir,,99.11869137,0.881308628,0.0,80.0,360.0,950.0,360.0,1.0,0.255,370
Ir,Pt,Pd,50.0,45.0,5.0,140.0,360.0,25.0,0.0,1.0,0.318696882,381
Pt,Ir,Pd,65.0,30.0,5.0,140.0,360.0,25.0,0.0,1.0,0.318696882,391
Ru,Ir,Te,40.18838305,40.18838305,19.62323391,190.0,120.0,25.0,0.0,1.0,0.354107649,205
Ir,Te,,67.19160105,32.80839895,0.0,190.0,120.0,25.0,0.0,1.0,0.354107649,311
Ir,Pt,Pd,41.1562384,30.51584506,28.32791654,200.0,60.0,25.0,0.0,0.1,0.010191083,358
Ir,Pt,Pd,41.1562384,30.51584506,28.32791654,200.0,60.0,400.0,120.0,0.1,0.010191083,337
Ir,Pt,,50.0,50.0,0.0,180.0,1440.0,350.0,240.0,1.0,0.040816327,334
Pd,Ir,Pt,74.60966593,18.36918298,7.02115109,190.0,10.0,25.0,0.0,0.1,0.0153,271
Pd,Pt,Ir,75.04973528,17.09223589,7.858028832,190.0,10.0,25.0,0.0,0.1,0.0153,312
Pd,Ir,Pt,74.0323118,17.51141121,8.456276994,190.0,10.0,25.0,0.0,0.1,0.0153,259
S,Mo,Ru,93.60374415,6.24024961,0.15600624,80.0,600.0,600.0,120.0,1.0,0.714,265
Ir,Pb,,83.33333333,16.66666667,0.0,190.0,300.0,25.0,0.0,0.1,0.032611465,444
Ir,Pb,,80.0,20.0,0.0,190.0,300.0,25.0,0.0,0.1,0.032611465,381
Ir,Pb,,75.0,25.0,0.0,190.0,300.0,25.0,0.0,0.1,0.032611465,308
Ir,Zn,,65.89518971,34.10481029,0.0,70.0,75.0,600.0,720.0,1.0,0.849858357,254
Ir,Zn,,65.89518971,34.10481029,0.0,70.0,75.0,600.0,180.0,1.0,0.849858357,270
Ir,Zn,,65.89518971,34.10481029,0.0,70.0,75.0,600.0,60.0,1.0,0.849858357,267
Ir,,,100.0,0.0,0.0,70.0,75.0,600.0,720.0,1.0,0.849858357,297
Ru,Mn,Fe,50.0,25.0,25.0,150.0,600.0,600.0,360.0,0.1,0.2,323
Ru,Mn,Fe,70.0,15.0,15.0,150.0,600.0,600.0,360.0,0.1,0.2,281
Ru,Mn,Fe,80.0,10.0,10.0,150.0,600.0,600.0,360.0,0.1,0.2,336
Ru,Mn,Fe,90.0,5.0,5.0,150.0,600.0,600.0,360.0,0.1,0.2,262
Ru,Co,Ni,90.0,6.0,4.0,150.0,600.0,600.0,360.0,0.1,0.2,332
Ru,Co,Ni,90.0,5.0,5.0,150.0,600.0,600.0,360.0,0.1,0.2,364
Ru,Co,Ni,80.0,12.0,8.0,150.0,600.0,600.0,360.0,0.1,0.2,400
Ru,Co,Ni,70.0,18.0,12.0,150.0,600.0,600.0,360.0,0.1,0.2,371
Ru,Co,Ni,70.0,15.0,15.0,150.0,600.0,600.0,360.0,0.1,0.2,456
Co,,,100.0,0.0,0.0,25.0,3.5,300.0,70.0,0.1,0.040677966,564
Co,,,100.0,0.0,0.0,25.0,3.5,300.0,70.0,0.1,0.174135684,520
Co,Li,,95.0,5.0,0.0,25.0,3.5,300.0,70.0,0.1,0.174135684,508
Co,Li,,92.5,7.5,0.0,25.0,3.5,300.0,70.0,0.1,0.174135684,513
Co,Li,,90.0,10.0,0.0,25.0,3.5,300.0,70.0,0.1,0.174135684,517
Se,Ir,Bi,61.53846154,30.76923077,7.692307692,25.0,180.0,900.0,7200.0,1.0,0.25,379
Ir,,,100.0,0.0,0.0,160.0,180.0,25.0,0.0,2.0,0.25,288
Ir,,,100.0,0.0,0.0,80.0,60.0,550.0,30.0,2.0,0.25,315
Ru,,,100.0,0.0,0.0,145.0,2880.0,25.0,0.0,0.1,0.127388535,180
Fe,Ir,,66.80865733,33.19134267,0.0,25.0,360.0,25.0,0.0,1.0,0.285,254
Ir,,,100.0,0.0,0.0,25.0,360.0,25.0,0.0,1.0,0.285,266
Zn,Ir,,98.20770931,1.792290695,0.0,25.0,300.0,950.0,120.0,1.0,0.010265494,360
Zn,Ir,,96.47853353,3.521466474,0.0,25.0,300.0,950.0,120.0,1.0,0.010026761,427
Ir,Ni,,60.0,40.0,0.0,160.0,300.0,200.0,120.0,0.1,0.032648,321
F,Co,Mn,75.0,24.25,0.75,130.0,540.0,350.0,120.0,1.0,100.0,334
F,Co,Mn,75.0,23.5,1.5,130.0,540.0,350.0,120.0,1.0,100.0,332
F,Co,Mn,75.0,22.75,2.25,130.0,540.0,350.0,120.0,1.0,100.0,366
F,Co,Mn,75.0,22.0,3.0,130.0,540.0,350.0,120.0,1.0,100.0,397
F,Co,Mn,75.0,21.25,3.75,130.0,540.0,350.0,120.0,1.0,100.0,451
F,Co,,75.0,25.0,0.0,130.0,540.0,350.0,120.0,1.0,100.0,475
F,Co,Mn,75.0,24.25,0.75,130.0,540.0,25.0,0.0,1.0,121.3333333,479
F,Co,Mn,75.0,23.5,1.5,130.0,540.0,25.0,0.0,1.0,121.3333333,386
F,Co,Mn,75.0,22.75,2.25,130.0,540.0,25.0,0.0,1.0,121.3333333,502
F,Co,Mn,75.0,22.0,3.0,130.0,540.0,25.0,0.0,1.0,121.3333333,614
F,Co,Mn,75.0,21.25,3.75,130.0,540.0,25.0,0.0,1.0,121.3333333,608
F,Co,,75.0,25.0,0.0,130.0,540.0,25.0,0.0,1.0,121.3333333,646
Ni,Ir,,79.75708502,20.24291498,0.0,80.0,30.0,400.0,240.0,1.0,0.041,399
W,,,100.0,0.0,0.0,180.0,960.0,300.0,180.0,1.0,6.0,770
W,,,100.0,0.0,0.0,180.0,960.0,300.0,180.0,1.0,6.0,590
Mn,,,100.0,0.0,0.0,160.0,720.0,25.0,0.0,0.1,0.25477707,618
Mn,,,100.0,0.0,0.0,25.0,1200.0,25.0,0.0,0.1,0.25477707,577
Mn,,,100.0,0.0,0.0,150.0,600.0,550.0,240.0,0.1,0.25477707,513
Sr,Ir,Zn,50.0,40.0,10.0,25.0,0.0,1100.0,1440.0,0.1,0.126234756,411
Rh,Co,,50.0,50.0,0.0,90.0,120.0,240.0,360.0,1.0,2.0,250
V,Ir,,86.48558887,13.51441113,0.0,25.0,720.0,400.0,240.0,1.0,0.592216582,267
V,Ir,,86.48558887,13.51441113,0.0,25.0,720.0,500.0,240.0,1.0,0.592216582,295
Ru,Pt,,66.37974684,33.62025316,0.0,25.0,0.0,200.0,5.0,0.1,0.1,235
Ru,,,100.0,0.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,272
Pt,,,100.0,0.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,720
Ru,Pt,,50.0,50.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,276
Ru,Pt,,75.0,25.0,0.0,25.0,0.0,200.0,5.0,0.1,0.1,262
Cu,,,100.0,0.0,0.0,25.0,0.0,800.0,180.0,1.0,0.08,762
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.02,311
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.02,315
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.02,342
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.02,324
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.02,342
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.05,291
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.05,292
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.05,324
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.05,316
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.05,317
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,25.0,0.0,1.0,0.1,288
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.1,288
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.1,321
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,250.0,60.0,1.0,0.1,293
Sn,Ir,Sb,66.5,30.0,3.5,250.0,60.0,350.0,60.0,1.0,0.1,314
Ru,,,100.0,0.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,315
Mo,Ru,,80.0,20.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,339
Mo,Ru,,70.0,30.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,301
Ru,Mo,,50.0,50.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,262
Ru,Mo,,70.0,30.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,280
Ru,Mo,,90.0,10.0,0.0,180.0,720.0,450.0,360.0,0.1,0.2,266
Ir,Ni,Cu,46.27532545,36.15071001,17.57396453,260.0,40.0,25.0,0.0,1.0,0.016499508,263
Ir,Ni,,56.14163679,43.85836321,0.0,260.0,40.0,25.0,0.0,1.0,0.013400673,281
Ir,Cu,,72.47586537,27.52413463,0.0,260.0,40.0,25.0,0.0,1.0,0.014603175,298
Ir,Ru,,76.92307692,23.07692308,0.0,195.0,60.0,25.0,0.0,0.1,0.01,433
Ir,Ru,,83.33333333,16.66666667,0.0,195.0,60.0,25.0,0.0,0.1,0.01,437
Ru,Y,,50.0,50.0,0.0,80.0,480.0,1050.0,720.0,1.0,0.246,304
Ru,Y,Ba,50.0,47.5,2.5,80.0,480.0,1050.0,720.0,1.0,0.246,284
Ru,Y,Ba,50.0,46.25,3.75,80.0,480.0,1050.0,720.0,1.0,0.246,279
Ru,Y,Ba,50.0,43.75,6.25,80.0,480.0,1050.0,720.0,1.0,0.246,287
Ru,Y,Ba,50.0,40.0,10.0,80.0,480.0,1050.0,720.0,1.0,0.246,300
Ca,Ir,,57.4893617,42.5106383,0.0,150.0,60.0,700.0,360.0,0.1,0.2,347
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.58,199
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.44,282
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.38,332
Ir,,,100.0,0.0,0.0,140.0,360.0,25.0,0.0,0.1,0.33,382
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,10.0,0.1,0.58,241
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,30.0,0.1,0.58,258
Ir,,,100.0,0.0,0.0,140.0,360.0,350.0,60.0,0.1,0.58,275
Ir,Os,,75.0,25.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,384
Ir,Os,,50.0,50.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,325
Os,Ir,,75.0,25.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,365
Ir,,,100.0,0.0,0.0,25.0,15.0,200.0,120.0,0.1,0.163057325,363
Ir,Ru,,50.0,50.0,0.0,25.0,15.0,200.0,120.0,0.1,0.124416136,334
Ir,Cu,,64.0,36.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,294
Cu,Ir,,52.0,48.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,257
Cu,Ir,,67.0,33.0,0.0,25.0,0.0,400.0,480.0,1.0,0.857142857,264
Cu,Ir,,93.17842831,6.82157169,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,294
Cu,Ir,,93.70484007,6.295159927,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,284
Cu,Ir,,95.69712396,4.302876037,0.0,200.0,300.0,250.0,60.0,0.1,0.0429,337
Ir,Ru,,50.0,50.0,0.0,195.0,120.0,400.0,120.0,0.1,0.01,413
Ir,Ru,,50.0,50.0,0.0,195.0,120.0,400.0,120.0,0.1,0.01,425
Ir,Ru,,54.0,46.0,0.0,80.0,60.0,400.0,60.0,1.0,1.0,250
Ir,,,100.0,0.0,0.0,25.0,720.0,25.0,0.0,1.0,0.06,323
